0,WELL_ID
8,1000
1,1001
1,1002
1,1003
1,1004
3,1005
1,1006
3,1007
1,1008
1,1009
1,1010
1,1011
1,1012
1,1013
1,1014
1,1015
1,1016
2,1017
3,1018
3,1019
8,1020
8,1021
4,1022
8,1023
9,1024
8,1025
8,1026
1,1027
1,1028
1,1029
1,1030
1,1031
1,1032
7,1033
2,1034
7,1035
7,1036
7,1037
1,1038
1,1039
7,1040
7,1041
7,1042
7,1043
7,1044
7,1045
7,1046
7,1047
7,1048
7,1049
7,1050
7,1051
7,1052
7,1053
7,1054
1,1055
1,1056
1,1057
1,1058
1,1059
1,1060
1,1061
1,1062
8,1063
2,1064
1,1065
3,1066
1,1067
1,1068
8,1069
1,1070
1,1071
1,1072
3,1073
7,1074
7,1075
7,1076
7,1077
7,1078
7,1079
7,1080
7,1081
7,1082
7,1083
7,1084
7,1085
7,1086
7,1087
1,1088
1,1089
1,1090
2,1091
1,1092
1,1093
7,1094
7,1095
1,1096
1,1097
1,1098
4,1099
7,1100
7,1101
7,1102
1,1103
7,1104
7,1105
1,1106
1,1107
1,1108
1,1109
1,1110
8,1111
8,1112
1,1113
1,1114
2,1115
7,1116
7,1117
7,1118
7,1119
7,1120
1,1121
1,1122
7,1123
7,1124
8,1125
8,1126
8,1127
8,1128
8,1129
3,1130
8,1131
8,1132
1,1133
1,1134
3,1135
3,1136
6,1137
3,1138
6,1139
4,1140
4,1141
2,1142
8,1143
1,1144
6,1145
1,1146
9,1147
6,1148
4,1149
1,1150
1,1151
0,1152
1,1153
1,1154
1,1155
1,1156
1,1157
3,1158
3,1159
3,1160
4,1161
4,1162
1,1163
1,1164
1,1165
2,1166
4,1167
4,1168
1,1169
1,1170
4,1171
6,1172
1,1173
1,1174
1,1175
4,1176
4,1177
4,1178
1,1179
1,1180
1,1181
1,1182
6,1183
3,1184
1,1185
4,1186
4,1187
4,1188
0,1189
2,1190
1,1191
4,1192
1,1193
4,1194
6,1195
3,1196
1,1197
1,1198
1,1199
1,1200
4,1201
6,1202
4,1203
4,1204
1,1205
1,1206
1,1207
1,1208
1,1209
8,1210
4,1211
4,1212
2,1213
9,1214
0,1215
1,1216
1,1217
1,1218
1,1219
7,1220
1,1221
1,1222
4,1223
4,1224
1,1225
1,1226
1,1227
1,1228
1,1229
7,1230
1,1231
1,1232
1,1233
1,1234
1,1235
1,1236
1,1237
1,1238
7,1239
1,1240
1,1241
1,1242
1,1243
1,1244
0,1245
0,1246
5,1247
5,1248
0,1249
0,1250
0,1251
0,1252
0,1253
0,1254
1,1255
1,1256
1,1257
1,1258
1,1259
1,1260
1,1261
1,1262
1,1263
1,1264
1,1265
1,1266
1,1267
1,1268
1,1269
1,1270
1,1271
1,1272
1,1273
1,1274
1,1275
1,1276
1,1277
1,1278
1,1279
1,1280
4,1281
4,1282
4,1283
4,1284
1,1285
4,1286
1,1287
1,1288
0,1289
1,1290
1,1291
0,1292
1,1293
1,1294
1,1295
1,1296
1,1297
1,1298
1,1299
1,1300
1,1301
1,1302
1,1303
1,1304
1,1305
1,1306
1,1307
1,1308
1,1309
1,1310
1,1311
1,1312
1,1313
1,1314
1,1315
1,1316
1,1317
1,1318
1,1319
1,1320
1,1321
1,1322
1,1323
1,1324
1,1325
1,1326
1,1327
1,1328
1,1329
1,1330
1,1331
1,1332
1,1333
1,1334
1,1335
1,1336
1,1337
1,1338
1,1339
1,1340
1,1341
1,1342
1,1343
1,1344
1,1345
1,1346
1,1347
7,1348
1,1349
1,1350
0,1351
0,1352
0,1353
0,1354
0,1355
2,1356
9,1357
9,1358
9,1359
9,1360
2,1361
2,1362
9,1363
2,1364
2,1365
2,1366
2,1367
2,1368
1,1369
1,1370
3,1371
3,1372
3,1373
3,1374
1,1375
1,1376
1,1377
1,1378
1,1379
1,1380
1,1381
1,1382
1,1383
1,1384
1,1385
1,1386
1,1387
1,1388
6,1389
6,1390
6,1391
6,1392
1,1393
1,1394
1,1395
1,1396
1,1397
1,1398
2,1399
2,1400
1,1401
1,1402
1,1403
1,1404
8,1405
1,1406
4,1407
4,1408
1,1409
7,1410
1,1411
1,1412
1,1413
1,1414
1,1415
4,1416
1,1417
1,1418
1,1419
1,1420
2,1421
1,1422
1,1423
1,1424
1,1425
1,1426
1,1427
1,1428
1,1429
9,1430
1,1431
1,1432
1,1433
9,1434
3,1435
1,1436
2,1437
2,1438
2,1439
2,1440
2,1441
2,1442
2,1443
2,1444
2,1445
2,1446
2,1447
2,1448
2,1449
2,1450
2,1451
2,1452
10,1453
2,1454
1,1455
1,1456
1,1457
7,1458
1,1459
1,1460
7,1461
1,1462
6,1463
1,1464
6,1465
7,1466
1,1467
9,1468
1,1469
7,1470
7,1471
1,1472
1,1473
7,1474
7,1475
1,1476
4,1477
4,1478
4,1479
6,1480
1,1481
1,1482
1,1483
6,1484
6,1485
10,1486
10,1487
10,1488
10,1489
10,1490
10,1491
1,1492
1,1493
1,1494
1,1495
1,1496
1,1497
1,1498
1,1499
1,1500
1,1501
7,1502
1,1503
7,1504
1,1505
1,1506
1,1507
1,1508
1,1509
1,1510
1,1511
1,1512
1,1513
1,1514
7,1515
7,1516
2,1517
2,1518
2,1519
2,1520
2,1521
3,1522
3,1523
3,1524
3,1525
3,1526
1,1527
3,1528
1,1529
1,1530
8,1531
1,1532
1,1533
1,1534
1,1535
1,1536
1,1537
1,1538
1,1539
1,1540
1,1541
1,1542
1,1543
1,1544
1,1545
1,1546
1,1547
1,1548
1,1549
1,1550
1,1551
1,1552
1,1553
1,1554
1,1555
1,1556
1,1557
1,1558
1,1559
1,1560
1,1561
1,1562
1,1563
1,1564
1,1565
10,1566
1,1567
1,1568
1,1569
7,1570
1,1571
1,1572
1,1573
1,1574
1,1575
1,1576
1,1577
1,1578
7,1579
1,1580
7,1581
7,1582
7,1583
7,1584
7,1585
1,1586
1,1587
4,1588
7,1589
7,1590
7,1591
1,1592
1,1593
1,1594
1,1595
1,1596
1,1597
1,1598
1,1599
7,1600
1,1601
7,1602
4,1603
4,1604
4,1605
4,1606
4,1607
4,1608
2,1609
2,1610
2,1611
2,1612
1,1613
1,1614
4,1615
4,1616
4,1617
4,1618
7,1619
7,1620
7,1621
1,1622
1,1623
1,1624
1,1625
1,1626
1,1627
1,1628
1,1629
7,1630
1,1631
1,1632
1,1633
1,1634
1,1635
1,1636
1,1637
7,1638
7,1639
1,1640
4,1641
1,1642
1,1643
4,1644
4,1645
4,1646
4,1647
1,1648
1,1649
7,1650
7,1651
7,1652
1,1653
4,1654
4,1655
4,1656
4,1657
4,1658
4,1659
4,1660
4,1661
4,1662
4,1663
1,1664
1,1665
1,1666
1,1667
1,1668
1,1669
1,1670
7,1671
7,1672
7,1673
1,1674
1,1675
1,1676
1,1677
1,1678
1,1679
1,1680
1,1681
1,1682
1,1683
1,1684
1,1685
